CPU_Usage (%),Memory_Usage (%),Storage_Usage (GB),Network_Traffic (MB/s),Instance_Type,Cost
63,84,391,777,t2.small,183.42
60,80,450,965,t2.large,255.98
65,87,331,851,t2.small,180.83
29,26,340,935,t2.micro,123.17
27,10,191,191,t2.small,70.17
79,45,399,306,t2.large,215.8
38,70,304,960,t2.micro,151.34
67,26,184,593,t2.large,188.53
47,62,347,518,t2.large,204.08
33,75,366,743,t2.small,153.47
54,88,404,318,t2.micro,149.71
79,78,476,811,t2.large,264.97
61,63,281,307,t2.micro,131.0
19,37,415,388,t2.medium,131.28
51,66,225,217,t2.small,123.01
80,72,201,446,t2.micro,145.42
71,46,125,185,t2.medium,140.67
52,61,313,704,t2.micro,145.69
78,65,454,346,t2.large,230.07
60,60,471,414,t2.micro,152.58
29,97,70,680,t2.medium,150.76
99,78,323,759,t2.medium,217.86
21,20,264,838,t2.micro,105.38
75,56,246,893,t2.small,169.0
60,71,427,342,t2.micro,148.73
95,79,296,407,t2.large,235.66
75,21,233,469,t2.large,191.27
58,85,68,277,t2.large,184.7
76,56,128,288,t2.micro,115.49
53,95,131,393,t2.medium,155.6
47,62,183,423,t2.small,121.34
42,26,204,149,t2.large,152.8
60,37,415,296,t2.small,133.46
13,67,157,512,t2.small,106.21
34,34,369,572,t2.large,187.9
97,85,431,675,t2.micro,196.73
18,16,203,582,t2.large,153.42
67,56,53,252,t2.small,108.76
33,70,434,932,t2.micro,156.61
29,49,199,856,t2.micro,116.55
95,12,212,835,t2.medium,177.6
47,73,446,790,t2.micro,165.76
94,11,239,566,t2.small,142.79
62,67,250,147,t2.large,189.99
89,81,183,636,t2.medium,189.96
18,54,462,929,t2.large,212.51
36,77,217,301,t2.medium,138.42
26,90,222,759,t2.large,203.43
59,25,74,224,t2.micro,83.99
40,99,106,659,t2.large,198.88
88,68,368,957,t2.medium,222.6
89,73,227,717,t2.small,178.07
80,53,361,126,t2.small,145.16
17,11,172,467,t2.large,136.6
53,42,170,531,t2.micro,114.13
47,11,126,122,t2.micro,66.9
61,41,205,954,t2.micro,138.25
23,64,404,932,t2.small,153.85
16,55,423,806,t2.large,197.4
41,51,445,351,t2.micro,125.78
88,25,105,892,t2.large,207.41
61,31,289,561,t2.large,196.47
14,35,333,419,t2.micro,92.74
34,97,363,144,t2.large,192.59
76,38,270,607,t2.medium,166.81
24,54,465,902,t2.large,213.66
11,89,247,792,t2.large,198.7
35,13,226,975,t2.micro,113.72
22,94,55,850,t2.small,131.83
79,12,381,746,t2.large,219.31
43,65,462,422,t2.micro,136.82
23,86,355,282,t2.large,187.03
93,60,52,650,t2.micro,144.25
51,83,343,125,t2.large,198.32
33,14,493,916,t2.medium,165.48
64,85,156,519,t2.medium,165.32
96,94,288,341,t2.large,236.71
95,49,398,266,t2.large,221.84
19,51,69,844,t2.large,169.38
36,60,471,272,t2.medium,151.99
45,56,492,544,t2.medium,177.95
67,90,325,990,t2.large,253.44
42,88,389,565,t2.small,162.01
38,27,484,626,t2.medium,160.14
11,75,198,818,t2.micro,115.66
62,94,377,415,t2.medium,188.66
27,30,330,474,t2.micro,99.56
24,14,208,210,t2.micro,66.36
55,62,107,205,t2.micro,99.28
91,99,217,116,t2.large,216.6
89,93,131,555,t2.large,230.45
24,60,497,919,t2.micro,158.7
49,17,272,891,t2.large,194.75
38,86,407,441,t2.small,153.91
78,89,493,327,t2.large,243.06
21,61,233,849,t2.small,127.63
79,30,452,749,t2.medium,191.9
10,19,275,139,t2.small,74.46
80,36,461,700,t2.large,237.04
75,25,190,635,t2.medium,156.26
14,32,440,151,t2.medium,118.74
71,91,114,116,t2.medium,152.97
39,85,392,495,t2.large,214.19
79,79,479,472,t2.medium,208.99
23,11,176,808,t2.micro,89.26
53,55,335,678,t2.micro,142.24
61,65,253,205,t2.micro,124.89
11,85,278,549,t2.small,125.03
19,87,198,356,t2.small,116.76
63,12,216,129,t2.medium,120.92
33,93,134,870,t2.micro,135.13
80,98,182,393,t2.medium,182.48
65,33,279,659,t2.large,203.3
84,94,238,727,t2.large,248.53
63,85,105,140,t2.medium,146.43
34,73,262,869,t2.large,210.02
66,64,354,215,t2.small,143.08
47,42,292,187,t2.medium,129.1
79,11,282,702,t2.small,144.36
87,57,386,603,t2.small,176.75
32,54,80,727,t2.medium,137.39
72,79,316,114,t2.small,143.3
34,87,89,825,t2.medium,158.94
36,78,163,435,t2.medium,143.04
63,23,330,527,t2.micro,123.74
12,96,489,331,t2.medium,161.14
19,81,345,464,t2.medium,151.81
76,14,393,292,t2.medium,156.92
99,93,182,754,t2.micro,183.79
38,74,160,689,t2.micro,125.44
97,45,495,452,t2.large,242.19
41,11,73,988,t2.medium,128.68
26,59,356,621,t2.large,195.49
81,22,151,772,t2.small,140.26
56,18,381,609,t2.large,200.81
17,77,194,832,t2.small,128.71
97,59,140,696,t2.medium,184.22
24,93,218,850,t2.micro,136.16
63,62,277,369,t2.large,203.83
94,12,179,333,t2.micro,115.91
86,17,175,392,t2.large,189.72
25,51,466,325,t2.medium,147.41
88,11,217,144,t2.medium,136.8
64,80,289,644,t2.large,227.81
34,88,493,477,t2.large,218.7
74,98,183,746,t2.micro,164.88
55,73,383,253,t2.large,207.17
54,85,276,244,t2.medium,160.16
49,40,308,339,t2.large,181.31
39,54,110,123,t2.micro,79.4
23,16,147,778,t2.small,99.25
31,89,325,321,t2.small,134.21
61,99,428,578,t2.medium,200.72
55,68,372,320,t2.medium,168.84
33,52,403,604,t2.micro,132.1
23,67,226,588,t2.micro,106.66
22,26,492,145,t2.small,103.19
78,14,494,791,t2.large,229.43
37,84,391,945,t2.small,176.74
66,48,355,959,t2.medium,195.01
48,11,349,771,t2.small,131.14
80,98,499,861,t2.large,275.94
33,97,416,753,t2.micro,158.59
91,55,312,856,t2.small,187.85
21,15,469,706,t2.small,123.82
77,73,437,919,t2.micro,186.36
73,45,484,576,t2.medium,193.18
21,35,413,795,t2.large,195.62
76,71,152,300,t2.medium,159.18
31,15,426,809,t2.large,194.95
45,55,243,861,t2.large,204.41
72,59,426,709,t2.large,237.28
32,59,458,104,t2.small,123.74
14,68,97,562,t2.small,101.68
95,27,237,604,t2.micro,144.99
27,93,332,307,t2.medium,154.29
89,50,390,939,t2.large,249.46
49,57,51,322,t2.micro,97.11
32,71,309,647,t2.medium,160.84
17,65,433,290,t2.medium,142.86
65,94,263,557,t2.small,163.08
80,94,464,243,t2.medium,201.28
11,55,414,166,t2.medium,124.87
51,21,110,893,t2.medium,142.59
18,76,395,577,t2.large,196.79
38,39,474,487,t2.large,197.56
49,67,390,288,t2.micro,131.83
24,84,274,219,t2.large,177.4
19,41,432,431,t2.micro,109.59
87,33,60,948,t2.small,147.69
32,19,358,477,t2.micro,102.44
89,15,427,496,t2.medium,177.74
63,71,357,589,t2.medium,184.44
50,35,472,447,t2.micro,132.86
68,36,386,131,t2.small,132.29
10,17,189,159,t2.medium,84.0
20,70,434,574,t2.micro,133.17
58,86,230,214,t2.large,196.68
91,15,176,405,t2.medium,148.05
31,32,77,737,t2.small,102.96
39,60,204,611,t2.large,187.9
77,50,336,233,t2.small,145.86
54,76,439,559,t2.small,168.96
62,82,267,504,t2.micro,148.16
49,26,71,692,t2.small,112.74
66,86,74,746,t2.medium,176.1
44,59,423,101,t2.small,127.72
30,27,176,894,t2.micro,108.12
91,23,70,678,t2.medium,157.16
75,80,173,890,t2.micro,163.9
13,84,467,522,t2.micro,134.63
70,67,361,409,t2.micro,151.11
25,12,52,547,t2.large,132.48
91,82,473,391,t2.large,250.72
44,82,202,651,t2.large,207.27
39,37,495,282,t2.micro,121.43
42,27,100,170,t2.small,79.22
44,89,435,471,t2.micro,152.13
88,26,222,442,t2.large,196.63
31,71,157,380,t2.large,173.03
65,55,132,373,t2.micro,112.29
58,11,391,905,t2.small,148.76
48,60,433,858,t2.micro,160.04
31,83,192,605,t2.micro,123.85
99,53,95,319,t2.medium,166.4
29,70,275,688,t2.micro,129.32
24,36,189,334,t2.small,88.77
56,74,242,117,t2.micro,115.87
40,86,169,130,t2.large,176.04
20,18,336,824,t2.medium,140.73
24,42,201,781,t2.small,115.67
90,15,386,617,t2.micro,148.62
87,46,228,982,t2.large,236.91
62,47,250,593,t2.small,139.24
50,28,349,581,t2.micro,125.41
27,74,142,163,t2.large,160.28
65,14,304,722,t2.medium,155.4
12,12,87,412,t2.large,122.41
85,91,225,285,t2.large,220.7
98,43,194,974,t2.medium,199.3
59,95,224,640,t2.large,223.23
34,57,103,604,t2.small,113.83
89,31,444,651,t2.medium,196.09
86,78,487,519,t2.medium,213.81
98,21,319,773,t2.micro,160.33
30,69,487,834,t2.medium,189.4
82,27,272,599,t2.medium,167.79
95,69,140,699,t2.large,232.58
95,65,313,170,t2.large,219.15
52,91,237,130,t2.micro,122.56
33,91,341,832,t2.small,162.71
19,19,197,623,t2.medium,112.17
31,78,416,467,t2.medium,167.41
25,82,151,521,t2.medium,140.17
54,13,250,230,t2.medium,119.42
79,81,448,636,t2.micro,179.78
24,97,458,646,t2.medium,185.1
21,78,455,503,t2.small,141.82
34,45,395,556,t2.medium,155.54
28,70,461,799,t2.micro,148.87
17,48,429,664,t2.medium,151.62
16,23,247,168,t2.medium,98.32
10,67,323,657,t2.large,185.92
18,81,468,800,t2.small,160.86
20,53,423,236,t2.micro,107.46
99,37,114,497,t2.medium,163.19
40,25,353,408,t2.medium,136.93
78,86,65,540,t2.large,210.53
33,75,308,607,t2.large,201.31
42,18,365,713,t2.micro,121.31
85,67,216,280,t2.small,148.6
89,45,364,426,t2.micro,154.69
54,45,245,442,t2.small,123.0
57,64,271,363,t2.large,196.56
88,25,297,149,t2.large,189.89
53,70,236,333,t2.small,130.8
23,36,451,244,t2.medium,132.28
50,24,159,423,t2.small,103.76
47,85,209,702,t2.micro,146.33
60,12,394,252,t2.medium,141.64
53,61,155,296,t2.large,175.38
93,98,297,544,t2.large,248.71
90,52,167,525,t2.large,211.81
54,20,428,461,t2.large,191.67
25,70,472,386,t2.large,198.91
26,68,392,353,t2.large,187.41
90,64,457,875,t2.micro,191.77
99,49,106,156,t2.small,130.98
37,71,284,181,t2.large,181.76
59,49,247,707,t2.micro,134.87
37,99,413,325,t2.large,216.94
83,63,346,951,t2.micro,186.51
96,86,77,982,t2.small,188.58
62,68,71,599,t2.medium,155.18
50,81,162,429,t2.large,195.81
95,35,134,208,t2.small,126.53
31,21,248,231,t2.small,87.04
55,36,291,104,t2.small,111.22
98,53,445,733,t2.micro,186.31
46,19,370,582,t2.large,189.65
61,86,164,144,t2.small,127.93
53,40,491,903,t2.micro,161.93
49,82,51,490,t2.micro,118.96
24,50,353,391,t2.micro,107.78
87,22,441,743,t2.medium,189.62
29,42,71,926,t2.medium,136.86
42,87,134,249,t2.medium,141.52
70,21,372,668,t2.medium,168.28
49,19,263,793,t2.small,130.18
17,94,449,686,t2.small,154.64
49,68,354,507,t2.micro,140.15
22,96,175,907,t2.small,148.68
44,45,90,882,t2.medium,143.31
87,93,355,659,t2.small,195.71
88,78,416,518,t2.small,184.57
13,55,199,961,t2.micro,115.48
48,46,343,279,t2.small,126.94
55,81,287,463,t2.medium,172.24
33,28,217,355,t2.large,157.2
21,93,327,834,t2.small,153.78
40,10,347,468,t2.medium,133.0
54,71,192,856,t2.small,156.41
24,19,485,864,t2.medium,157.56
62,30,223,831,t2.medium,163.36
30,46,481,464,t2.micro,125.46
97,63,497,683,t2.large,263.19
13,43,143,743,t2.small,101.18
86,71,355,797,t2.small,193.54
90,60,262,209,t2.micro,137.1
93,44,311,317,t2.small,152.03
66,40,235,389,t2.large,190.22
79,83,478,254,t2.small,178.98
81,32,416,726,t2.micro,161.1
29,28,279,676,t2.micro,102.04
47,62,100,691,t2.small,127.08
41,67,103,855,t2.small,137.12
89,16,128,596,t2.large,193.59
14,71,283,297,t2.medium,129.53
42,74,212,602,t2.medium,156.8
32,47,86,280,t2.micro,75.73
10,60,246,908,t2.small,128.03
60,56,126,194,t2.small,112.05
46,87,75,350,t2.micro,109.15
79,36,260,143,t2.micro,115.63
33,71,70,533,t2.small,113.06
47,28,421,921,t2.small,157.38
22,50,307,210,t2.small,102.22
54,55,470,753,t2.small,165.23
64,42,489,530,t2.medium,181.99
27,35,338,556,t2.micro,109.18
90,34,250,419,t2.medium,170.77
96,90,497,862,t2.small,226.03
89,65,94,362,t2.medium,159.79
95,71,399,616,t2.large,254.25
43,41,320,175,t2.large,172.24
60,28,64,511,t2.large,168.49
40,24,220,365,t2.large,161.71
46,60,432,188,t2.medium,150.9
83,62,149,653,t2.large,215.12
15,60,314,559,t2.small,119.28
26,69,426,998,t2.large,222.91
79,86,296,294,t2.small,163.79
38,99,180,446,t2.large,198.56
53,46,449,818,t2.micro,157.11
51,18,287,344,t2.small,109.9
94,33,156,399,t2.micro,126.77
36,69,394,515,t2.large,204.5
32,63,111,722,t2.small,120.48
61,96,205,324,t2.small,147.07
11,95,401,217,t2.small,127.28
44,41,312,585,t2.micro,125.29
30,89,312,406,t2.medium,156.1
58,70,262,422,t2.small,143.69
92,19,131,881,t2.large,214.32
73,87,259,702,t2.large,234.88
86,68,130,405,t2.medium,169.45
28,28,234,632,t2.medium,130.0
41,18,232,602,t2.medium,131.2
23,95,88,671,t2.micro,116.26
59,55,206,154,t2.micro,108.13
38,21,443,608,t2.small,130.88
42,52,405,246,t2.micro,115.24
37,25,474,919,t2.medium,169.35
64,63,122,512,t2.small,139.15
18,81,153,596,t2.small,118.16
53,15,242,324,t2.small,104.85
19,70,261,146,t2.large,159.42
74,33,66,189,t2.large,164.03
58,40,196,936,t2.large,206.76
26,98,112,791,t2.small,141.38
18,58,450,413,t2.medium,147.12
53,32,355,315,t2.small,126.18
68,71,223,116,t2.medium,147.56
26,88,231,790,t2.micro,138.22
59,38,493,491,t2.medium,171.21
21,96,421,306,t2.micro,132.64
67,96,128,859,t2.small,165.75
20,23,121,222,t2.small,66.48
78,45,302,602,t2.medium,174.77
31,36,76,385,t2.large,148.39
51,56,59,428,t2.small,115.36
43,66,181,504,t2.medium,148.74
93,71,382,695,t2.large,254.58
42,14,310,256,t2.large,159.38
51,37,72,865,t2.micro,118.0
26,93,401,765,t2.micro,154.22
23,94,292,466,t2.small,136.19
14,43,493,647,t2.micro,120.4
21,48,183,229,t2.micro,78.96
22,87,173,542,t2.micro,112.93
12,52,56,333,t2.micro,63.95
92,92,397,989,t2.medium,238.16
60,57,317,165,t2.small,127.45
75,31,454,110,t2.large,202.74
63,51,117,659,t2.medium,155.75
96,84,67,870,t2.micro,171.44
66,74,367,811,t2.medium,198.74
71,49,294,136,t2.micro,119.02
70,35,122,637,t2.small,130.41
70,14,221,924,t2.micro,135.27
15,17,87,168,t2.large,119.64
59,23,329,883,t2.micro,138.97
79,16,51,447,t2.micro,101.8
84,94,272,904,t2.small,201.42
87,51,309,320,t2.medium,175.29
18,29,201,378,t2.micro,75.96
47,23,129,560,t2.micro,93.44
68,85,365,405,t2.micro,155.69
81,16,484,176,t2.large,203.29
15,93,214,213,t2.micro,99.97
44,77,419,758,t2.medium,188.8
12,74,195,308,t2.large,162.86
